index,close,high,low,open,price,volume
2017-08-26 00:01:00+00:00,4280.71,4280.71,4280.71,4280.71,4280.71,0.053419
2017-08-26 06:01:00+00:00,4295.75,4295.75,4295.75,4295.75,4295.75,0.474355
2017-08-26 12:01:00+00:00,4288.72,4288.72,4288.72,4288.72,4288.72,0.0
2017-08-26 18:01:00+00:00,4255.18999999,4255.18999999,4255.18999999,4255.18999999,4255.18999999,0.0
2017-08-27 00:01:00+00:00,4332.51,4338.76,4332.0,4338.76,4332.51,0.964477
2017-08-27 06:01:00+00:00,4320.52,4320.52,4320.52,4320.52,4320.52,0.0
2017-08-27 12:01:00+00:00,4323.37,4323.37,4323.37,4323.37,4323.37,0.0
2017-08-27 18:01:00+00:00,4340.0,4340.0,4340.0,4340.0,4340.0,0.036685
2017-08-28 00:01:00+00:00,4310.0,4310.0,4310.0,4310.0,4310.0,0.156117
2017-08-28 06:01:00+00:00,4237.6,4237.6,4237.6,4237.6,4237.6,0.112132
2017-08-28 12:01:00+00:00,4332.0,4332.0,4309.0,4309.0,4332.0,0.575253
2017-08-28 18:01:00+00:00,4324.67,4324.67,4324.67,4324.67,4324.67,0.0
2017-08-29 00:01:00+00:00,4386.68,4386.68,4353.64999999,4353.64999999,4386.68,0.159601
2017-08-29 06:01:00+00:00,4356.76,4356.76,4356.76,4356.76,4356.76,0.355329
2017-08-29 12:01:00+00:00,4368.5,4368.5,4368.5,4368.5,4368.5,0.485379
2017-08-29 18:01:00+00:00,4533.47,4533.47,4533.47,4533.47,4533.47,0.025297
2017-08-30 00:01:00+00:00,4587.47999998,4587.47999998,4587.47999998,4587.47999998,4587.47999998,0.0
2017-08-30 06:01:00+00:00,4590.49,4590.49,4590.49,4590.49,4590.49,0.304606
2017-08-30 12:01:00+00:00,4498.35999999,4498.35999999,4498.35999999,4498.35999999,4498.35999999,0.197847
2017-08-30 18:01:00+00:00,4590.01,4590.01,4590.01,4590.01,4590.01,0.240327
2017-08-31 00:01:00+00:00,4555.14,4555.14,4555.14,4555.14,4555.14,0.0
2017-08-31 06:01:00+00:00,4600.0,4600.0,4600.0,4600.0,4600.0,0.05153
2017-08-31 12:01:00+00:00,4674.96,4674.96,4671.24,4671.24,4674.96,0.657147
2017-08-31 18:01:00+00:00,4683.89999999,4683.89999999,4683.89999999,4683.89999999,4683.89999999,0.041011
2017-09-01 00:01:00+00:00,4689.91,4689.91,4689.89,4689.89,4689.91,0.422439
2017-09-01 06:01:00+00:00,4664.14,4676.43999999,4664.14,4676.43999999,4664.14,1.27531299
2017-09-01 12:01:00+00:00,4775.0,4775.0,4775.0,4775.0,4775.0,0.0
2017-09-01 18:01:00+00:00,4811.82,4811.82,4792.97,4792.97,4811.82,0.001996
2017-09-02 00:01:00+00:00,4796.16,4796.16,4796.16,4796.16,4796.16,0.0009750000000000001
2017-09-02 06:01:00+00:00,4526.99,4527.0,4473.37,4503.57,4526.99,3.633381
2017-09-02 12:01:00+00:00,4665.0,4665.0,4632.14,4665.0,4665.0,0.9515520000000001
2017-09-02 18:01:00+00:00,4531.96,4531.96,4531.96,4531.96,4531.96,0.523669
2017-09-03 00:01:00+00:00,4512.0,4512.0,4512.0,4512.0,4512.0,0.0
2017-09-03 06:01:00+00:00,4691.42,4691.42,4691.42,4691.42,4691.42,0.150433
2017-09-03 12:01:00+00:00,4475.22999998,4475.22999998,4475.22999998,4475.22999998,4475.22999998,0.0
2017-09-03 18:01:00+00:00,4509.42,4509.42,4500.0,4504.72,4509.42,1.393005
2017-09-04 00:01:00+00:00,4509.08,4509.08,4509.08,4509.08,4509.08,0.0
2017-09-04 06:01:00+00:00,4466.89,4466.89,4466.89,4466.89,4466.89,0.030429
2017-09-04 12:01:00+00:00,4152.51,4153.0,4152.51,4153.0,4152.51,0.538189
2017-09-04 18:01:00+00:00,3972.53,3972.53,3972.53,3972.53,3972.53,0.067473
2017-09-05 00:01:00+00:00,4100.10999999,4100.10999999,4100.10999999,4100.10999999,4100.10999999,0.0005
2017-09-05 06:01:00+00:00,3970.0,3970.0,3970.0,3970.0,3970.0,0.37213
2017-09-05 12:01:00+00:00,4233.07,4246.22,4233.03,4246.22,4233.07,0.42398800000000003
2017-09-05 18:01:00+00:00,4317.67,4317.67,4317.67,4317.67,4317.67,0.355589
2017-09-06 00:01:00+00:00,4367.41,4367.41,4366.5,4366.5,4367.41,0.455585
2017-09-06 06:01:00+00:00,4416.17,4416.28,4416.17,4416.28,4416.17,0.824912
2017-09-06 12:01:00+00:00,4553.14999999,4568.77,4544.59,4544.59,4553.14999999,2.437622
2017-09-06 18:01:00+00:00,4619.43,4619.43,4619.43,4619.43,4619.43,0.0
2017-09-07 00:01:00+00:00,4619.77,4619.77,4619.77,4619.77,4619.77,0.0
2017-09-07 06:01:00+00:00,4526.97999998,4526.97999998,4526.97999998,4526.97999998,4526.97999998,0.029
2017-09-07 12:01:00+00:00,4613.93999999,4619.67,4613.93999999,4619.66,4613.93999999,2.188446
2017-09-07 18:01:00+00:00,4711.25,4711.25,4711.25,4711.25,4711.25,0.0
2017-09-08 00:01:00+00:00,4691.60999999,4691.60999999,4691.60999999,4691.60999999,4691.60999999,0.0
2017-09-08 06:01:00+00:00,4608.0,4608.0,4608.0,4608.0,4608.0,0.074211
2017-09-08 12:01:00+00:00,4647.53,4647.53,4647.53,4647.53,4647.53,0.0
2017-09-08 18:01:00+00:00,4243.78,4245.0,4243.78,4243.78,4243.78,1.999282
2017-09-09 00:01:00+00:00,4282.8,4282.8,4282.8,4282.8,4282.8,0.611
2017-09-09 06:01:00+00:00,4384.16,4386.32,4384.16,4384.16,4384.16,1.262701
2017-09-09 12:01:00+00:00,4331.81,4331.81,4331.81,4331.81,4331.81,0.20355800000000002
2017-09-09 18:01:00+00:00,4221.34,4229.85,4210.0,4229.85,4221.34,4.286916
2017-09-10 00:01:00+00:00,4258.81,4258.81,4258.81,4258.81,4258.81,0.0
2017-09-10 06:01:00+00:00,4054.94,4054.94,4054.94,4054.94,4054.94,0.196167
2017-09-10 12:01:00+00:00,4098.76,4098.76,4098.76,4098.76,4098.76,0.0
2017-09-10 18:01:00+00:00,4247.29,4264.91,4247.29,4264.91,4247.29,0.199547
2017-09-11 00:01:00+00:00,4153.62,4153.62,4153.62,4153.62,4153.62,0.0
2017-09-11 06:01:00+00:00,4162.49,4162.49,4162.49,4162.49,4162.49,0.0
2017-09-11 12:01:00+00:00,4191.57,4191.57,4191.57,4191.57,4191.57,0.061899
2017-09-11 18:01:00+00:00,4200.0,4212.43,4200.0,4212.43,4200.0,0.268396
2017-09-12 00:01:00+00:00,4208.6,4208.6,4208.6,4208.6,4208.6,0.0
2017-09-12 06:01:00+00:00,4325.0,4325.0,4325.0,4325.0,4325.0,0.047369
2017-09-12 12:01:00+00:00,4340.1,4343.01,4340.1,4343.01,4340.1,0.13028
2017-09-12 18:01:00+00:00,4186.74,4186.75,4186.74,4186.75,4186.74,0.256675
2017-09-13 00:01:00+00:00,4159.72,4159.72,4159.72,4159.72,4159.72,0.0
2017-09-13 06:01:00+00:00,3939.9,3939.9,3939.9,3939.9,3939.9,0.011892
2017-09-13 12:01:00+00:00,3831.0,3831.0,3831.0,3831.0,3831.0,1.126675
2017-09-13 18:01:00+00:00,3908.16,3908.16,3908.16,3908.16,3908.16,0.0
2017-09-14 00:01:00+00:00,3944.0,3944.0,3944.0,3944.0,3944.0,0.0
2017-09-14 06:01:00+00:00,3856.0,3856.0,3856.0,3856.0,3856.0,0.0
2017-09-14 12:01:00+00:00,3517.8,3517.8,3490.0,3490.0,3517.8,0.098024
2017-09-14 18:01:00+00:00,3333.9900000000002,3333.9900000000002,3320.1,3320.1,3333.9900000000002,0.669516
2017-09-15 00:01:00+00:00,3188.01,3188.01,3152.01,3152.01,3188.01,0.469292
2017-09-15 06:01:00+00:00,3291.0,3324.31,3281.0,3295.0,3291.0,0.667052
2017-09-15 12:01:00+00:00,2919.0,2919.0,2899.98,2899.98,2919.0,4.039928
2017-09-15 18:01:00+00:00,3548.0,3559.9900000000002,3548.0,3559.9900000000002,3548.0,2.23276299
2017-09-16 00:01:00+00:00,3674.01,3674.01,3674.01,3674.01,3674.01,1.4839660000000001
2017-09-16 06:01:00+00:00,3816.0,3816.0,3816.0,3816.0,3816.0,0.0
2017-09-16 12:01:00+00:00,3630.06,3630.06,3630.06,3630.06,3630.06,0.0
2017-09-16 18:01:00+00:00,3626.5,3626.5,3626.5,3626.5,3626.5,0.0
2017-09-17 00:01:00+00:00,3685.23,3685.23,3685.23,3685.23,3685.23,0.424273
2017-09-17 06:01:00+00:00,3557.01,3557.01,3557.01,3557.01,3557.01,0.104588
2017-09-17 12:01:00+00:00,3499.03,3499.03,3499.03,3499.03,3499.03,0.0
2017-09-17 18:01:00+00:00,3719.55,3719.55,3719.55,3719.55,3719.55,0.058419
2017-09-18 00:01:00+00:00,3699.9900000000002,3699.9900000000002,3699.9900000000002,3699.9900000000002,3699.9900000000002,0.0
2017-09-18 06:01:00+00:00,3850.06,3850.06,3850.06,3850.06,3850.06,0.0057540000000000004
2017-09-18 12:01:00+00:00,3969.5,3969.5,3969.5,3969.5,3969.5,0.058452000000000004
2017-09-18 18:01:00+00:00,3970.0,3970.0,3969.98,3969.98,3970.0,1.9348370000000001
2017-09-19 00:01:00+00:00,4068.64,4068.64,4068.64,4068.64,4068.64,0.0
2017-09-19 06:01:00+00:00,3855.01,3870.0,3855.01,3870.0,3855.01,0.8399
2017-09-19 12:01:00+00:00,3969.32,3969.32,3969.32,3969.32,3969.32,0.838709
2017-09-19 18:01:00+00:00,3960.0,3960.0,3960.0,3960.0,3960.0,0.000382
2017-09-20 00:01:00+00:00,3900.0,3900.0,3900.0,3900.0,3900.0,0.0
2017-09-20 06:01:00+00:00,3859.9500000000003,3870.0,3850.0,3851.0,3859.9500000000003,1.441319
2017-09-20 12:01:00+00:00,3927.77,3927.77,3927.77,3927.77,3927.77,0.0
2017-09-20 18:01:00+00:00,4008.51,4008.51,4008.51,4008.51,4008.51,0.0
2017-09-21 00:01:00+00:00,3900.0,3900.0,3900.0,3900.0,3900.0,0.0
2017-09-21 06:01:00+00:00,3862.0,3862.0,3862.0,3862.0,3862.0,0.014963
2017-09-21 12:01:00+00:00,3850.0,3862.9900000000002,3850.0,3850.0,3850.0,0.071524
2017-09-21 18:01:00+00:00,3654.0,3654.0,3653.9900000000002,3653.9900000000002,3654.0,0.50136499
2017-09-22 00:01:00+00:00,3609.9900000000002,3609.9900000000002,3609.9900000000002,3609.9900000000002,3609.9900000000002,0.0
2017-09-22 06:01:00+00:00,3711.98,3711.98,3711.98,3711.98,3711.98,0.065611
2017-09-22 12:01:00+00:00,3521.25,3529.06,3521.25,3529.06,3521.25,5.337351
2017-09-22 18:01:00+00:00,3557.12,3557.12,3557.12,3557.12,3557.12,0.049436
2017-09-23 00:01:00+00:00,3595.88,3595.88,3595.88,3595.88,3595.88,0.0
2017-09-23 06:01:00+00:00,3682.37,3682.37,3682.37,3682.37,3682.37,0.054507
2017-09-23 12:01:00+00:00,3799.0,3799.0,3798.9,3798.9,3799.0,2.270655
2017-09-23 18:01:00+00:00,3753.14,3753.14,3740.01,3740.01,3753.14,0.579705
2017-09-24 00:01:00+00:00,3789.9900000000002,3789.9900000000002,3789.9900000000002,3789.9900000000002,3789.9900000000002,0.0
2017-09-24 06:01:00+00:00,3687.62,3700.0,3687.62,3690.0,3687.62,0.073564
2017-09-24 12:01:00+00:00,3683.36,3683.36,3683.36,3683.36,3683.36,0.154079
2017-09-24 18:01:00+00:00,3675.62,3675.62,3675.62,3675.62,3675.62,0.0
2017-09-25 00:01:00+00:00,3660.02,3660.02,3660.02,3660.02,3660.02,0.0
2017-09-25 06:01:00+00:00,3763.27,3774.8,3763.27,3774.8,3763.27,0.752005
2017-09-25 12:01:00+00:00,3781.05,3781.05,3781.05,3781.05,3781.05,0.148624
2017-09-25 18:01:00+00:00,3900.0,3900.0,3892.31,3899.9900000000002,3900.0,0.576991
2017-09-26 00:01:00+00:00,3928.0,3928.0,3928.0,3928.0,3928.0,0.0
2017-09-26 06:01:00+00:00,3870.0,3870.0,3851.0,3851.0,3870.0,0.169148
2017-09-26 12:01:00+00:00,3959.42,3959.42,3955.0,3955.0,3959.42,0.066722
2017-09-26 18:01:00+00:00,3891.03,3891.03,3891.03,3891.03,3891.03,0.087988
2017-09-27 00:01:00+00:00,3882.35,3882.35,3882.35,3882.35,3882.35,0.0
2017-09-27 06:01:00+00:00,3955.9900000000002,3955.9900000000002,3950.0,3950.0,3955.9900000000002,0.768107
2017-09-27 12:01:00+00:00,4072.2000000000003,4072.2000000000003,4072.2000000000003,4072.2000000000003,4072.2000000000003,2.094679
2017-09-27 18:01:00+00:00,4095.0,4095.0,4095.0,4095.0,4095.0,0.0
2017-09-28 00:01:00+00:00,4193.0,4193.0,4193.0,4193.0,4193.0,0.0
2017-09-28 06:01:00+00:00,4239.99,4239.99,4223.18,4223.18,4239.99,0.179568
2017-09-28 12:01:00+00:00,4167.01,4170.01,4167.01,4170.0,4167.01,0.49004200000000003
2017-09-28 18:01:00+00:00,4170.01,4170.01,4170.0,4170.0,4170.01,0.244348
2017-09-29 00:01:00+00:00,4180.0,4180.0,4178.97999998,4178.97999998,4180.0,1.05864399
2017-09-29 06:01:00+00:00,4020.01,4034.4,4020.01,4020.01,4020.01,3.044997
2017-09-29 12:01:00+00:00,4210.0,4220.01,4210.0,4220.01,4210.0,0.251349
2017-09-29 18:01:00+00:00,4158.28,4158.28,4132.06,4132.06,4158.28,0.02249
2017-09-30 00:01:00+00:00,4140.0,4140.0,4140.0,4140.0,4140.0,0.005
2017-09-30 06:01:00+00:00,4256.78,4256.78,4230.0,4230.0,4256.78,1.865362
2017-09-30 12:01:00+00:00,4321.0,4321.0,4320.21,4320.21,4321.0,0.11582
2017-09-30 18:01:00+00:00,4334.83,4334.83,4330.0,4334.83,4334.83,0.047304
2017-10-01 00:01:00+00:00,4346.03,4346.03,4346.03,4346.03,4346.03,0.027995
2017-10-01 06:01:00+00:00,4281.07,4310.0,4281.07,4281.07,4281.07,1.358452
2017-10-01 12:01:00+00:00,4340.0,4340.0,4340.0,4340.0,4340.0,0.003953
2017-10-01 18:01:00+00:00,4291.85,4291.85,4291.85,4291.85,4291.85,0.049472
2017-10-02 00:01:00+00:00,4400.0,4400.0,4400.0,4400.0,4400.0,0.0
2017-10-02 06:01:00+00:00,4435.22999998,4435.22999998,4435.22999998,4435.22999998,4435.22999998,0.798237
2017-10-02 12:01:00+00:00,4409.1,4419.99,4409.1,4411.05,4409.1,2.221761
2017-10-02 18:01:00+00:00,4392.39999999,4392.39999999,4380.03,4380.03,4392.39999999,0.159211
2017-10-03 00:01:00+00:00,4380.0,4380.0,4376.02,4380.0,4380.0,1.29173
2017-10-03 06:01:00+00:00,4289.97999998,4290.0,4275.01,4280.0,4289.97999998,1.01006
2017-10-03 12:01:00+00:00,4282.0,4282.0,4282.0,4282.0,4282.0,0.950841
2017-10-03 18:01:00+00:00,4280.0,4285.68999999,4280.0,4280.0,4280.0,0.119105
2017-10-04 00:01:00+00:00,4310.0,4314.89999999,4310.0,4314.89999999,4310.0,0.171581
2017-10-04 06:01:00+00:00,4368.27,4368.27,4340.01,4342.01,4368.27,7.027109
2017-10-04 12:01:00+00:00,4230.0,4240.0,4230.0,4230.03,4230.0,0.30890099
2017-10-04 18:01:00+00:00,4196.0,4196.0,4196.0,4196.0,4196.0,0.0
2017-10-05 00:01:00+00:00,4208.59,4208.59,4208.59,4208.59,4208.59,0.0
2017-10-05 06:01:00+00:00,4122.05,4133.53,4122.05,4133.53,4122.05,0.837592
2017-10-05 12:01:00+00:00,4226.05,4226.05,4226.05,4226.05,4226.05,0.116052
2017-10-05 18:01:00+00:00,4318.99,4318.99,4318.99,4318.99,4318.99,0.0
2017-10-06 00:01:00+00:00,4292.58,4305.28,4292.58,4305.28,4292.58,0.205646
2017-10-06 06:01:00+00:00,4358.0,4358.0,4358.0,4358.0,4358.0,0.05164
2017-10-06 12:01:00+00:00,4391.10999999,4391.10999999,4391.10999999,4391.10999999,4391.10999999,0.011178
2017-10-06 18:01:00+00:00,4377.91,4377.91,4377.91,4377.91,4377.91,0.0
2017-10-07 00:01:00+00:00,4369.0,4369.0,4369.0,4369.0,4369.0,0.033022
2017-10-07 06:01:00+00:00,4387.25,4387.25,4376.02,4380.52,4387.25,0.553083
2017-10-07 12:01:00+00:00,4335.89999999,4335.89999999,4335.89999999,4335.89999999,4335.89999999,0.0
2017-10-07 18:01:00+00:00,4359.89999999,4359.89999999,4359.89999999,4359.89999999,4359.89999999,0.0
2017-10-08 00:01:00+00:00,4425.0,4425.0,4425.0,4425.0,4425.0,1.049007
2017-10-08 06:01:00+00:00,4439.81,4439.81,4439.81,4439.81,4439.81,0.0
2017-10-08 12:01:00+00:00,4481.0,4481.0,4481.0,4481.0,4481.0,0.971789
2017-10-08 18:01:00+00:00,4585.39,4585.39,4584.78,4584.78,4585.39,1.846587
2017-10-09 00:01:00+00:00,4640.0,4652.8,4640.0,4652.8,4640.0,0.135695
2017-10-09 06:01:00+00:00,4609.99,4609.99,4600.03,4600.03,4609.99,0.7625190000000001
2017-10-09 12:01:00+00:00,4615.0,4615.0,4615.0,4615.0,4615.0,0.0
2017-10-09 18:01:00+00:00,4760.0,4760.0,4749.5,4749.5,4760.0,1.225292
2017-10-10 00:01:00+00:00,4780.02,4780.02,4780.02,4780.02,4780.02,0.0
2017-10-10 06:01:00+00:00,4829.21,4829.21,4829.21,4829.21,4829.21,0.0
2017-10-10 12:01:00+00:00,4795.5,4795.5,4787.0,4792.49,4795.5,0.13201099
2017-10-10 18:01:00+00:00,4937.0,4937.0,4936.0,4936.0,4937.0,0.582987
2017-10-11 00:01:00+00:00,4799.99,4799.99,4780.0,4783.06,4799.99,2.444674
2017-10-11 06:01:00+00:00,4763.97999998,4763.97999998,4762.0,4762.0,4763.97999998,0.804662
2017-10-11 12:01:00+00:00,4795.01,4803.99,4795.01,4802.0,4795.01,0.673874
2017-10-11 18:01:00+00:00,4840.64999999,4840.64999999,4840.64999999,4840.64999999,4840.64999999,0.0
2017-10-12 00:01:00+00:00,4821.43,4821.43,4821.43,4821.43,4821.43,0.004099
2017-10-12 06:01:00+00:00,4900.0,4900.0,4899.8,4899.8,4900.0,0.850264
2017-10-12 12:01:00+00:00,5186.0,5186.0,5184.0,5184.0,5186.0,5.122345
2017-10-12 18:01:00+00:00,5290.43999999,5299.89999999,5290.43999999,5290.43999999,5290.43999999,0.428514
2017-10-13 00:01:00+00:00,5439.99,5439.99,5427.82,5439.99,5439.99,0.331141
2017-10-13 06:01:00+00:00,5500.01,5516.5,5500.01,5516.5,5500.01,2.413681
2017-10-13 12:01:00+00:00,5658.88,5658.9800000000005,5650.0,5658.9800000000005,5658.88,0.50873199
2017-10-13 18:01:00+00:00,5730.07,5743.66,5730.07,5743.66,5730.07,0.0707
2017-10-14 00:01:00+00:00,5649.99,5649.99,5649.99,5649.99,5649.99,0.045179000000000004
2017-10-14 06:01:00+00:00,5628.05,5638.14,5628.05,5628.05,5628.05,0.9153990000000001
2017-10-14 12:01:00+00:00,5725.03,5725.04,5725.03,5725.04,5725.03,0.06371599
2017-10-14 18:01:00+00:00,5769.7,5769.7,5769.7,5769.7,5769.7,0.0
2017-10-15 00:01:00+00:00,5855.03,5855.03,5855.03,5855.03,5855.03,0.0
2017-10-15 06:01:00+00:00,5760.0,5760.0,5760.0,5760.0,5760.0,0.0
2017-10-15 12:01:00+00:00,5405.01,5416.99,5404.97999998,5404.97999998,5405.01,1.825444
2017-10-15 18:01:00+00:00,5515.01,5515.1,5515.01,5515.1,5515.01,0.833437
2017-10-16 00:01:00+00:00,5710.0,5710.0,5710.0,5710.0,5710.0,0.0
2017-10-16 06:01:00+00:00,5660.62,5660.62,5660.62,5660.62,5660.62,0.927214
2017-10-16 12:01:00+00:00,5737.9800000000005,5739.99,5729.89,5729.89,5737.9800000000005,2.854402
2017-10-16 18:01:00+00:00,5684.71,5686.33,5684.7,5686.33,5684.71,3.064214
2017-10-17 00:01:00+00:00,5774.9800000000005,5774.9800000000005,5774.9800000000005,5774.9800000000005,5774.9800000000005,0.0
2017-10-17 06:01:00+00:00,5600.06,5600.06,5600.06,5600.06,5600.06,0.11622500000000001
2017-10-17 12:01:00+00:00,5569.97,5579.86,5569.97,5579.86,5569.97,0.415741
2017-10-17 18:01:00+00:00,5621.38,5621.38,5621.37,5621.37,5621.38,2.101798
2017-10-18 00:01:00+00:00,5595.0,5595.0,5595.0,5595.0,5595.0,0.099273
2017-10-18 06:01:00+00:00,5490.02,5490.04,5490.0,5490.0,5490.02,2.832231
2017-10-18 12:01:00+00:00,5273.25,5283.97,5273.22999998,5283.96,5273.25,4.237773
2017-10-18 18:01:00+00:00,5355.13,5355.13,5355.13,5355.13,5355.13,1.7588810000000001
2017-10-19 00:01:00+00:00,5513.0,5513.0,5513.0,5513.0,5513.0,0.0
2017-10-19 06:01:00+00:00,5613.64,5613.64,5572.0,5580.02,5613.64,1.711348
2017-10-19 12:01:00+00:00,5690.12,5700.0,5690.11,5691.02,5690.12,2.516835
2017-10-19 18:01:00+00:00,5649.07,5649.07,5649.07,5649.07,5649.07,0.0
2017-10-20 00:01:00+00:00,5683.900000000001,5683.900000000001,5683.900000000001,5683.900000000001,5683.900000000001,0.0
2017-10-20 06:01:00+00:00,5664.9800000000005,5664.9800000000005,5664.01,5664.01,5664.9800000000005,0.638408
2017-10-20 12:01:00+00:00,5662.76,5662.76,5650.0,5662.75,5662.76,3.3988970000000003
2017-10-20 18:01:00+00:00,5944.54,5944.55,5944.54,5944.54,5944.54,2.436761
2017-10-21 00:01:00+00:00,6010.02,6010.02,6010.02,6010.02,6010.02,0.054
2017-10-21 06:01:00+00:00,6062.92,6062.92,6062.92,6062.92,6062.92,0.7021270000000001
2017-10-21 12:01:00+00:00,6119.9800000000005,6119.9800000000005,6107.02,6117.01,6119.9800000000005,1.196205
2017-10-21 18:01:00+00:00,6000.03,6000.03,5986.03,5999.9800000000005,6000.03,0.30373899
2017-10-22 00:01:00+00:00,6024.97,6024.97,6024.97,6024.97,6024.97,0.0
2017-10-22 06:01:00+00:00,5879.83,5879.83,5879.83,5879.83,5879.83,0.045729
2017-10-22 12:01:00+00:00,5814.97,5832.66,5814.97,5832.66,5814.97,1.585128
2017-10-22 18:01:00+00:00,5989.71,5989.7300000000005,5989.71,5989.7300000000005,5989.71,0.29215
2017-10-23 00:01:00+00:00,5950.02,5950.02,5950.02,5950.02,5950.02,0.0
2017-10-23 06:01:00+00:00,5947.99,5960.04,5934.01,5960.03,5947.99,3.740485
2017-10-23 12:01:00+00:00,5881.95,5881.9800000000005,5881.9400000000005,5881.9800000000005,5881.95,0.539721
2017-10-23 18:01:00+00:00,5825.97,5825.9800000000005,5825.97,5825.97,5825.97,1.703227
2017-10-24 00:01:00+00:00,5917.25,5917.25,5917.25,5917.25,5917.25,0.0172
2017-10-24 06:01:00+00:00,5670.05,5670.05,5670.05,5670.05,5670.05,0.0
2017-10-24 12:01:00+00:00,5680.0,5697.97,5666.16,5680.06,5680.0,4.385369
2017-10-24 18:01:00+00:00,5670.4800000000005,5689.93,5670.47,5689.93,5670.4800000000005,1.323741
2017-10-25 00:01:00+00:00,5506.9400000000005,5506.9400000000005,5506.92,5506.92,5506.9400000000005,1.18
2017-10-25 06:01:00+00:00,5430.12,5436.0,5430.10999999,5430.12,5430.12,0.74941
2017-10-25 12:01:00+00:00,5459.99,5459.99,5449.97999998,5449.97999998,5459.99,0.791547
2017-10-25 18:01:00+00:00,5494.97999998,5494.99,5494.97999998,5494.99,5494.97999998,2.475889
2017-10-26 00:01:00+00:00,5670.0,5670.1,5670.0,5670.1,5670.0,2.186724
2017-10-26 06:01:00+00:00,5699.9400000000005,5699.97,5699.9400000000005,5699.96,5699.9400000000005,2.464114
2017-10-26 12:01:00+00:00,5855.14,5855.150000000001,5850.02,5850.03,5855.14,0.20325400000000002
2017-10-26 18:01:00+00:00,5921.04,5927.9800000000005,5921.04,5921.05,5921.04,1.313696
2017-10-27 00:01:00+00:00,5861.77,5861.77,5861.77,5861.77,5861.77,0.0
2017-10-27 06:01:00+00:00,5842.01,5842.01,5842.01,5842.01,5842.01,0.0
2017-10-27 12:01:00+00:00,5820.18,5820.18,5820.13,5820.13,5820.18,0.177183
2017-10-27 18:01:00+00:00,5726.91,5729.9400000000005,5726.91,5729.93,5726.91,2.821092
2017-10-28 00:01:00+00:00,5768.83,5768.83,5768.83,5768.83,5768.83,0.0
