Date,TOTBC,MKTCP,TRFEE,TRFUS,NETDF,NTRAN,NTRAT,NTREP,NADDU,NTRBL,TOUTV,ETRAV,ETRVU,TRVOU,TVTVR,MKPRU,CPTRV,CPTRA,HRATE,MIREV,ATRCT,BCDDC,BCDDE,BCDDW,BCDDM,BCDDY,BLCHS,AVBLS,MWTRV,MWNUS,MWNTD,MIOPM,DIFF,Symbol
2009-01-03,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000271797180176,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-04,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,btc
2009-01-05,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,btc
2009-01-06,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,btc
2009-01-07,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,btc
2009-01-08,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,btc
2009-01-09,750.0,0.0,0.0,0.0,0.0,14.0,15.0,14.0,14.0,1.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95943774815e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000205039978027,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-10,2300.0,0.0,0.0,0.0,0.0,31.0,46.0,31.0,31.0,1.0,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54101835852e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000205039978027,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-11,7600.0,0.0,0.0,0.0,0.0,106.0,152.0,106.0,106.0,1.0,5300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2692885807399995e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000205408852055,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-12,12050.0,0.0,0.0,0.0,0.0,95.0,247.0,95.0,96.0,1.0,4601.0,24.0,0.0,0.0,0.0,0.0,18541.6666667,0.0,4.42421399704e-06,0.0,0.0,153.0,153.0,0.0,0.0,0.0,0.0,0.000221477465683,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-13,17800.0,0.0,0.0,0.0,0.0,116.0,363.0,116.0,117.0,1.0,5778.0,10.0,0.0,0.0,0.0,0.0,57500.0,0.0,5.71668100741e-06,0.0,0.0,168.0,15.0,0.0,0.0,0.0,0.0,0.000207975636358,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-14,24100.0,0.0,0.0,0.0,0.0,126.0,489.0,126.0,126.0,1.0,6300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26349397333e-06,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.000205887688531,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-15,30450.0,0.0,0.0,0.0,0.0,136.0,625.0,136.0,136.0,1.0,6911.0,414.0,0.0,0.0,0.0,0.0,1533.81642512,0.0,6.31320424296e-06,0.0,0.0,918.0,750.0,0.0,0.0,0.0,0.0,0.00023054888868,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-16,36250.0,0.0,0.0,0.0,0.0,117.0,742.0,117.0,117.0,1.0,5900.0,100.0,0.0,0.0,0.0,0.0,5800.0,0.0,5.76639127704e-06,0.0,0.0,1082.0,164.0,0.0,0.0,0.0,0.0,0.000208188747538,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-17,41650.0,0.0,0.0,0.0,0.0,109.0,851.0,109.0,109.0,1.0,5500.0,100.0,0.0,0.0,0.0,0.0,5400.0,0.0,5.36870912e-06,0.0,0.0,1325.0,243.0,0.0,0.0,0.0,0.0,0.00020812175892,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-18,46700.0,0.0,0.0,0.0,0.0,101.0,952.0,101.0,101.0,1.0,5050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0207372325899995e-06,0.0,0.0,1325.0,0.0,0.0,0.0,0.0,0.0,0.000205946440744,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-19,52650.0,0.0,0.0,0.0,0.0,120.0,1072.0,120.0,120.0,1.0,6100.0,150.0,0.0,0.0,0.0,0.0,3966.66666667,0.0,5.91552208593e-06,0.0,0.0,1660.0,335.0,0.0,0.0,0.0,0.0,0.000209383603905,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-20,58450.0,0.0,0.0,0.0,0.0,118.0,1190.0,118.0,118.0,1.0,6575.0,775.0,0.0,0.0,0.0,0.0,748.387096774,0.0,5.76639127704e-06,0.0,0.0,4731.0,3071.0,0.0,0.0,0.0,0.0,0.000221984139804,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-21,64100.0,0.0,0.0,0.0,0.0,115.0,1305.0,115.0,115.0,1.0,6150.0,500.0,0.0,0.0,0.0,0.0,1130.0,0.0,5.617260468149999e-06,0.0,0.0,6585.0,1854.0,0.0,0.0,0.0,0.0,0.000216998885163,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-22,67850.0,0.0,0.0,0.0,0.0,76.0,1381.0,76.0,76.0,1.0,4250.0,500.0,0.0,0.0,0.0,0.0,750.0,0.0,3.7282702222199996e-06,0.0,0.0,8548.0,1963.0,795.0,0.0,0.0,0.0,0.000220743815104,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-23,71200.0,0.0,0.0,0.0,0.0,68.0,1449.0,68.0,68.0,1.0,3500.0,150.0,0.0,0.0,0.0,0.0,2233.33333333,0.0,3.3305880651900002e-06,0.0,0.0,9243.0,695.0,0.0,0.0,0.0,0.0,0.000211658762462,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-24,81150.0,0.0,0.0,0.0,0.0,201.0,1650.0,201.0,201.0,1.0,10750.0,800.0,0.0,0.0,0.0,0.0,1243.75,0.0,9.892343656299999e-06,0.0,0.0,12537.0,3294.0,408.0,0.0,0.0,0.0,0.000215262024846,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-25,90850.0,0.0,0.0,0.0,0.0,195.0,1845.0,195.0,195.0,1.0,9750.0,50.0,0.0,0.0,0.0,0.0,19400.0,0.0,9.643792308149999e-06,0.0,0.0,12625.0,88.0,0.0,0.0,0.0,0.0,0.000206917831578,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-26,96650.0,0.0,0.0,0.0,0.0,116.0,1961.0,116.0,116.0,1.0,5800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76639127704e-06,0.0,0.0,12625.0,0.0,0.0,0.0,0.0,0.0,0.000205853889728,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-27,101800.0,0.0,0.0,0.0,0.0,105.0,2066.0,105.0,105.0,1.0,6300.0,1150.0,0.0,0.0,0.0,0.0,447.826086957,0.0,5.120157771849999e-06,0.0,0.0,15953.0,3328.0,0.0,0.0,0.0,0.0,0.000231289169163,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-28,106950.0,0.0,0.0,0.0,0.0,103.0,2169.0,103.0,103.0,1.0,5150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.120157771849999e-06,0.0,0.0,15953.0,0.0,0.0,0.0,0.0,0.0,0.000205780695943,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-29,113050.0,0.0,0.0,0.0,0.0,122.0,2291.0,122.0,122.0,1.0,6100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06465289481e-06,0.0,0.0,15953.0,0.0,0.0,0.0,0.0,0.0,0.000205485547175,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-30,119100.0,0.0,0.0,0.0,0.0,122.0,2413.0,122.0,122.0,1.0,6650.0,600.0,0.0,0.0,0.0,0.0,1008.33333333,0.0,6.014942625189999e-06,0.0,0.0,17445.0,1492.0,0.0,0.0,0.0,0.0,0.000217043663845,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-01-31,125550.0,0.0,0.0,0.0,0.0,129.0,2542.0,129.0,129.0,1.0,6450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41262478222e-06,0.0,0.0,17445.0,0.0,0.0,0.0,0.0,0.0,0.000205572261367,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-01,131350.0,0.0,0.0,0.0,0.0,118.0,2660.0,118.0,118.0,1.0,6900.0,1100.0,0.0,0.0,0.0,0.0,527.272727273,0.0,5.76639127704e-06,0.0,0.0,29861.0,12416.0,12302.0,0.0,0.0,0.0,0.000227196463223,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-02,137700.0,0.0,0.0,0.0,0.0,127.0,2787.0,127.0,127.0,1.0,6350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.31320424296e-06,0.0,0.0,29861.0,0.0,0.0,0.0,0.0,0.0,0.000205835958165,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-03,144500.0,0.0,2.01,0.0,0.0,150.0,2937.0,150.0,145.0,1.0,7436.52,115.0,0.0,0.0,0.0,0.0,5911.18449639,0.0,6.76059666963e-06,0.0,0.0,30781.0,920.0,868.0,0.0,0.0,0.0,0.000233075198005,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-04,150650.0,0.0,0.0,0.0,0.0,126.0,3063.0,126.0,129.0,1.0,6300.0,38.0,0.0,0.0,0.0,0.0,16171.4435972,0.0,6.11436316444e-06,0.0,0.0,31607.0,826.0,658.0,0.0,0.0,0.0,0.000212087863829,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-05,156700.0,0.0,0.0,0.0,0.0,121.0,3184.0,121.0,121.0,1.0,6050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.014942625189999e-06,0.0,0.0,31607.0,0.0,0.0,0.0,0.0,0.0,0.000205725677742,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-06,163150.0,0.0,0.0,0.0,0.0,129.0,3313.0,129.0,129.0,1.0,6450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41262478222e-06,0.0,0.0,31607.0,0.0,0.0,0.0,0.0,0.0,0.000205816224564,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-07,169450.0,0.0,0.0,0.0,0.0,130.0,3443.0,130.0,131.0,1.0,7498.0,1150.0,0.0,0.0,0.0,0.0,547.826086957,0.0,6.26349397333e-06,0.0,0.0,42584.0,10977.0,9303.0,0.0,0.0,0.0,0.000229752252972,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-08,176150.0,0.0,0.0,0.0,0.0,135.0,3578.0,135.0,135.0,1.0,7700.0,1000.0,0.0,0.0,0.0,0.0,670.0,0.0,6.66117613037e-06,0.0,0.0,50447.0,7863.0,7863.0,0.0,0.0,0.0,0.000207452631708,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-09,182550.0,0.0,0.0,0.0,0.0,129.0,3707.0,129.0,129.0,1.0,8600.0,2200.0,0.0,0.0,0.0,0.0,290.909090909,0.0,6.36291451259e-06,0.0,0.0,64048.0,13601.0,8793.0,0.0,0.0,0.0,0.000243552029133,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-10,188900.0,0.0,0.0,0.0,0.0,127.0,3834.0,127.0,127.0,1.0,6350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.31320424296e-06,0.0,0.0,64048.0,0.0,0.0,0.0,0.0,0.0,0.000205678263987,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-11,195450.0,0.0,0.0,0.0,0.0,132.0,3966.0,132.0,132.0,1.0,6900.04,350.0,0.0,0.0,0.0,0.0,1871.21471832,0.0,6.512045321479999e-06,0.0,0.0,65042.0,994.0,0.0,0.0,0.0,0.0,0.000214766000063,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-12,201350.0,0.0,0.0,0.0,0.0,119.0,4085.0,119.0,119.0,1.0,6100.0,200.0,0.0,0.0,0.0,0.0,2950.0,0.0,5.8658118163e-06,0.0,0.0,65240.0,198.0,0.0,0.0,0.0,0.0,0.000210269022796,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-13,207550.0,0.0,0.0,0.0,0.0,124.0,4209.0,124.0,124.0,1.0,6200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16407343407e-06,0.0,0.0,65240.0,0.0,0.0,0.0,0.0,0.0,0.000205862906671,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-14,214600.0,0.0,0.0,0.0,0.0,141.0,4350.0,141.0,141.0,1.0,7050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.00914801778e-06,0.0,0.0,65240.0,0.0,0.0,0.0,0.0,0.0,0.000205865143039,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-15,220700.0,0.0,0.0,0.0,0.0,125.0,4475.0,125.0,125.0,1.0,7000.0,900.0,0.0,0.0,0.0,0.0,677.777777778,0.0,6.06465289481e-06,0.0,0.0,68935.0,3695.0,2898.0,0.0,0.0,0.0,0.000219321641766,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-16,226850.0,0.0,0.0,0.0,0.0,123.0,4598.0,123.0,123.0,1.0,6150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.11436316444e-06,0.0,0.0,68935.0,0.0,0.0,0.0,0.0,0.0,0.000205885104048,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-17,232750.0,0.0,0.0,0.0,0.0,119.0,4717.0,119.0,119.0,1.0,7400.0,1500.0,0.0,0.0,0.0,0.0,393.333333333,0.0,5.8658118163e-06,0.0,0.0,75244.0,6309.0,2289.0,0.0,0.0,0.0,0.00023376335532,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-18,238950.0,0.0,0.0,0.0,0.0,124.0,4841.0,124.0,124.0,1.0,6200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16407343407e-06,0.0,0.0,75244.0,0.0,0.0,0.0,0.0,0.0,0.000205932124968,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-19,244800.0,0.0,0.0,0.0,0.0,117.0,4958.0,117.0,117.0,1.0,5850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.816101546669999e-06,0.0,0.0,75244.0,0.0,0.0,0.0,0.0,0.0,0.000205969199156,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-20,251200.0,0.0,0.0,0.0,0.0,129.0,5087.0,129.0,129.0,1.0,7200.0,800.0,0.0,0.0,0.0,0.0,800.0,0.0,6.36291451259e-06,0.0,0.0,77799.0,2555.0,544.0,0.0,0.0,0.0,0.000219777226448,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-21,256700.0,0.0,0.0,0.0,0.0,110.0,5197.0,110.0,110.0,1.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46812965926e-06,0.0,0.0,77799.0,0.0,0.0,0.0,0.0,0.0,0.000205958973278,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-22,262750.0,0.0,0.0,0.0,0.0,125.0,5322.0,125.0,125.0,1.0,7100.0,1050.0,0.0,0.0,0.0,0.0,576.19047619,0.0,6.014942625189999e-06,0.0,0.0,79778.0,1979.0,365.0,0.0,0.0,0.0,0.000217997338161,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-23,268100.0,0.0,0.0,0.0,0.0,107.0,5429.0,107.0,107.0,1.0,5350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.318998850369999e-06,0.0,0.0,79778.0,0.0,0.0,0.0,0.0,0.0,0.000205940175279,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-24,273650.0,0.0,0.0,0.0,0.0,111.0,5540.0,111.0,111.0,1.0,5550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5178399288899995e-06,0.0,0.0,79778.0,0.0,0.0,0.0,0.0,0.0,0.000205942102381,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-25,279000.0,0.0,0.0,0.0,0.0,107.0,5647.0,107.0,107.0,1.0,5350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.318998850369999e-06,0.0,0.0,79778.0,0.0,0.0,0.0,0.0,0.0,0.000205859959683,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-26,283800.0,0.0,0.0,0.0,0.0,96.0,5743.0,96.0,96.0,1.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77218588444e-06,0.0,0.0,79778.0,0.0,0.0,0.0,0.0,0.0,0.000205973784129,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-27,289950.0,0.0,0.0,0.0,0.0,123.0,5866.0,123.0,123.0,1.0,6150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.11436316444e-06,0.0,0.0,79778.0,0.0,0.0,0.0,0.0,0.0,0.000205722281603,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-02-28,295050.0,0.0,0.0,0.0,0.0,103.0,5969.0,103.0,103.0,1.0,6900.0,1800.0,0.0,0.0,0.0,0.0,283.333333333,0.0,5.07044750222e-06,0.0,0.0,89700.0,9922.0,4123.0,0.0,0.0,0.0,0.000244795107374,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-01,300350.0,0.0,0.0,0.0,0.0,107.0,6076.0,107.0,107.0,1.0,5650.0,350.0,0.0,0.0,0.0,0.0,1514.28571429,0.0,5.2692885807399995e-06,0.0,0.0,91034.0,1334.0,0.0,0.0,0.0,0.0,0.00021356906531,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-02,305550.0,0.0,0.0,0.0,0.0,104.0,6180.0,104.0,104.0,1.0,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16986804148e-06,0.0,0.0,91034.0,0.0,0.0,0.0,0.0,0.0,0.000205938632672,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-03,310850.0,0.0,0.0,0.0,0.0,108.0,6288.0,108.0,107.0,1.0,5700.0,400.0,0.0,0.0,0.0,0.0,1325.0,0.0,5.2692885807399995e-06,0.0,0.0,92640.0,1606.0,929.0,0.0,0.0,0.0,0.000214909607509,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-04,316150.0,0.0,0.0,0.0,0.0,106.0,6394.0,106.0,106.0,1.0,5300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2692885807399995e-06,0.0,0.0,92640.0,0.0,0.0,0.0,0.0,0.0,0.000205723744518,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-05,321450.0,0.0,0.0,0.0,0.0,108.0,6502.0,108.0,108.0,1.0,6550.0,1200.0,0.0,0.0,0.0,0.0,441.545241725,0.0,5.2692885807399995e-06,0.0,0.0,97822.0,5182.0,1990.0,0.0,0.0,0.0,0.000233074404159,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-06,327350.0,0.0,0.0,0.0,0.0,119.0,6621.0,119.0,119.0,1.0,6300.0,400.0,0.0,0.0,0.0,0.0,1475.0,0.0,5.8658118163e-06,0.0,0.0,98751.0,929.0,0.0,0.0,0.0,0.0,0.000213566472975,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-07,332900.0,0.0,0.0,0.0,0.0,111.0,6732.0,111.0,111.0,1.0,5550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5178399288899995e-06,0.0,0.0,98751.0,0.0,0.0,0.0,0.0,0.0,0.000205967877362,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-08,338500.0,0.0,0.0,0.0,0.0,115.0,6847.0,115.0,115.0,1.0,7150.0,1550.0,0.0,0.0,0.0,0.0,361.290322581,0.0,5.56755019852e-06,0.0,0.0,104313.0,5562.0,1394.0,0.0,0.0,0.0,0.000233037131173,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-09,344150.0,0.0,0.0,0.0,0.0,113.0,6960.0,113.0,113.0,1.0,5650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.617260468149999e-06,0.0,0.0,104313.0,0.0,0.0,0.0,0.0,0.0,0.000205858618812,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-10,349400.0,0.0,0.0,0.0,0.0,105.0,7065.0,105.0,105.0,1.0,5250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21957831111e-06,0.0,0.0,104313.0,0.0,0.0,0.0,0.0,0.0,0.000205812000093,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-11,354800.0,0.0,0.0,0.0,0.0,108.0,7173.0,108.0,108.0,1.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36870912e-06,0.0,0.0,104313.0,0.0,0.0,0.0,0.0,0.0,0.00020593184012,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-12,360700.0,0.0,0.0,0.0,0.0,119.0,7292.0,119.0,119.0,1.0,6050.0,150.0,0.0,0.0,0.0,0.0,3933.33333333,0.0,5.8658118163e-06,0.0,0.0,104859.0,546.0,0.0,0.0,0.0,0.0,0.000209331512451,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-13,366400.0,0.0,0.0,0.0,0.0,115.0,7407.0,115.0,115.0,1.0,6450.0,750.0,0.0,0.0,0.0,0.0,760.0,0.0,5.66697073778e-06,0.0,0.0,107616.0,2757.0,0.0,0.0,0.0,0.0,0.000218659116511,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-14,372200.0,0.0,0.0,0.0,0.0,116.0,7523.0,116.0,116.0,1.0,5800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76639127704e-06,0.0,0.0,107616.0,0.0,0.0,0.0,0.0,0.0,0.000205936103032,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-15,377750.0,0.0,0.0,0.0,0.0,111.0,7634.0,111.0,111.0,1.0,5550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5178399288899995e-06,0.0,0.0,107616.0,0.0,0.0,0.0,0.0,0.0,0.000205787452492,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-16,384250.0,0.0,0.0,0.0,0.0,131.0,7765.0,131.0,131.0,1.0,8900.0,2400.0,0.0,0.0,0.0,0.0,270.833333333,0.0,6.46233505185e-06,0.0,0.0,126818.0,19202.0,14749.0,0.0,0.0,0.0,0.000246400099534,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-17,390000.0,0.0,0.0,0.0,0.0,115.0,7880.0,115.0,115.0,1.0,5750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71668100741e-06,0.0,0.0,126818.0,0.0,0.0,0.0,0.0,0.0,0.000205952188243,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-18,395500.0,0.0,0.0,0.0,0.0,110.0,7990.0,110.0,110.0,1.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46812965926e-06,0.0,0.0,126818.0,0.0,0.0,0.0,0.0,0.0,0.000205950303511,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-19,401600.0,0.0,0.0,0.0,0.0,124.0,8114.0,124.0,123.0,1.0,6800.0,700.0,0.0,0.0,0.0,0.0,871.428571429,0.0,6.06465289481e-06,0.0,0.0,129590.0,2772.0,352.0,0.0,0.0,0.0,0.000219071497683,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-20,407500.0,0.0,0.0,0.0,0.0,119.0,8233.0,119.0,119.0,1.0,6500.0,600.0,0.0,0.0,0.0,0.0,983.333333333,0.0,5.8658118163e-06,0.0,0.0,131108.0,1518.0,0.0,0.0,0.0,0.0,0.000217195284569,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-21,411350.0,0.0,0.0,0.0,0.0,77.0,8310.0,77.0,77.0,1.0,3850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82769076148e-06,0.0,0.0,131108.0,0.0,0.0,0.0,0.0,0.0,0.000205882183917,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-22,416100.0,0.0,0.0,0.0,0.0,97.0,8407.0,97.0,96.0,1.0,5300.0,550.0,0.0,0.0,0.0,0.0,863.636363636,0.0,4.722475614810001e-06,0.0,0.0,135140.0,4032.0,2856.0,0.0,0.0,0.0,0.000219335054096,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-23,422700.0,0.0,0.0,0.0,0.0,132.0,8539.0,132.0,132.0,1.0,6600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56175559111e-06,0.0,0.0,135140.0,0.0,0.0,0.0,0.0,0.0,0.000205885280262,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-24,427950.0,0.0,0.0,0.0,0.0,105.0,8644.0,105.0,105.0,1.0,5250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21957831111e-06,0.0,0.0,135140.0,0.0,0.0,0.0,0.0,0.0,0.000205975487119,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-25,433750.0,0.0,0.0,0.0,0.0,116.0,8760.0,116.0,116.0,1.0,5800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76639127704e-06,0.0,0.0,135140.0,0.0,0.0,0.0,0.0,0.0,0.000205796340416,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-26,439400.0,0.0,0.0,0.0,0.0,114.0,8874.0,114.0,114.0,1.0,7050.0,1400.0,0.0,0.0,0.0,0.0,403.571428571,0.0,5.617260468149999e-06,0.0,0.0,140932.0,5792.0,0.0,0.0,0.0,0.0,0.000233236667329,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-27,444900.0,0.0,0.0,0.0,0.0,110.0,8984.0,110.0,110.0,1.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46812965926e-06,0.0,0.0,140932.0,0.0,0.0,0.0,0.0,0.0,0.000205958973278,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-28,450850.0,0.0,0.0,0.0,0.0,122.0,9106.0,122.0,120.0,1.0,6950.0,1000.0,0.0,0.0,0.0,0.0,595.0,0.0,5.91552208593e-06,0.0,0.0,145670.0,4738.0,1444.0,0.0,0.0,0.0,0.000225283518559,0.0,2.0,0.0,-2147483648.0,1.0,btc
2009-03-29,456450.0,0.0,0.0,0.0,0.0,112.0,9218.0,112.0,112.0,1.0,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56755019852e-06,0.0,0.0,145670.0,0.0,0.0,0.0,0.0,0.0,0.000205959592547,0.0,2.0,0.0,-2147483648.0,1.0,btc
