,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,information,long_exposure,long_value,longs_count,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,returns,sharpe,short_exposure,short_value,shorts_count,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2017-10-01 23:59:00+00:00,,0.0,,0.0,,,0.0,1000.0,0.0,0.0,-0.0233,0.0,,0.0,0.0,0,0.0,0.0,0.0,"[{'stop': None, 'sid': Trading Pair btc_usd(98871) Exchange: bitfinex, Introduced On: 2013-03-31 00:00:00+00:00, Base Currency: btc, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 0.0020000000949949026 Last daily ingestion: 2018-01-10 00:00:00+00:00 Last minutely ingestion: 2018-01-10 00:00:00+00:00, 'commission': 0, 'limit_reached': False, 'filled': 0, 'id': '3f89221c32724245a53b23633f1b5ae4', 'dt': Timestamp('2017-10-01 23:59:00+0000', tz='UTC'), 'status': 0, 'amount': 10, 'stop_reached': False, 'created': Timestamp('2017-10-01 23:59:00+0000', tz='UTC'), 'limit': 4624.515, 'reason': None}]",2017-10-01 23:59:00+00:00,2017-10,2017-10-01 00:00:00+00:00,0.0,1000.0,[],0.0,,0,0,0,,1000.0,0.0,0.0,1,[],0.0233
2017-10-02 23:59:00+00:00,1.037333403666494,-0.09241300458038315,,0.0,0.0,,-44094.41300458038,-43094.41300458038,44002.0,44002.0,-0.11571300458038315,48.482404686347415,-0.7071067811865475,44002.0,44002.0,1,-0.0924130045803831,48.482404686347415,48.482404686347415,"[{'stop': None, 'sid': Trading Pair btc_usd(98871) Exchange: bitfinex, Introduced On: 2013-03-31 00:00:00+00:00, Base Currency: btc, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 0.0020000000949949026 Last daily ingestion: 2018-01-10 00:00:00+00:00 Last minutely ingestion: 2018-01-10 00:00:00+00:00, 'commission': 88.0128045803837, 'limit_reached': True, 'filled': 10, 'id': '3f89221c32724245a53b23633f1b5ae4', 'dt': Timestamp('2017-10-02 23:59:00+0000', tz='UTC'), 'status': 1, 'amount': 10, 'stop_reached': False, 'created': Timestamp('2017-10-01 23:59:00+0000', tz='UTC'), 'limit': 4624.515, 'reason': None}]",2017-10-02 23:59:00+00:00,2017-10,2017-10-02 00:00:00+00:00,-92.41300458038313,907.5869954196169,"[{'cost_basis': 4409.441300458038, 'amount': 10, 'sid': Trading Pair btc_usd(98871) Exchange: bitfinex, Introduced On: 2013-03-31 00:00:00+00:00, Base Currency: btc, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 0.0020000000949949026 Last daily ingestion: 2018-01-10 00:00:00+00:00 Last minutely ingestion: 2018-01-10 00:00:00+00:00, 'last_sale_price': 4400.2}]",-0.09241300458038314,-11.224972160321824,0,0,0,-11.224972160321823,1000.0,0.0,0.0,2,"[{'dt': Timestamp('2017-10-02 23:59:00+0000', tz='UTC'), 'sid': Trading Pair btc_usd(98871) Exchange: bitfinex, Introduced On: 2013-03-31 00:00:00+00:00, Base Currency: btc, Quote Currency: usd, Exchange Leverage: 1.0, Minimum Trade Size: 0.0020000000949949026 Last daily ingestion: 2018-01-10 00:00:00+00:00 Last minutely ingestion: 2018-01-10 00:00:00+00:00, 'commission': None, 'price': 4400.64002, 'amount': 10, 'order_id': '3f89221c32724245a53b23633f1b5ae4'}]",0.0233
